tweet_id_customer,clean_customer,clean_amazon,intent,escalate,predicted_intent,predicted_intent_clean,predicted_escalate,escalate_reason
352601,didn't receive the products but app shows delivered. Pls help getting my order fulfilled. Tracking id: 216236684499,as we consider it to be personal information. Our Twitter page is visible to the public. (3/3)^AP,order_not_received,FALSE,order_not_received,order_not_received,FALSE,"The customer reports a delivery discrepancy but does not express anger or confusion, and the request for order fulfillment can be resolved through standard AI processes."
2321620,"Come mai se entro su amazon.it non visualizzo le offerte del black friday, mentre su sì? Non sarebbe un problema, ma su .com non risulto iscritta a prime","Le offerte del Black Friday iniziano il 20 Novembre, per questo non sono ancora visibili sul nostro sito. A presto! ^CS",non_english,FALSE,prime_subscription,prime_subscription,FALSE,The user is asking a technical question about Amazon Prime visibility that can be resolved with standard account troubleshooting.
2369643,Yes did earlier also but nothing was initiated from your side. Very much dissappointed. 😐,"If you've filled up the details, you might have received an email correspondence from us. Kindly reply to the same for more information. ^HS",customer_service_escalation,TRUE,delivery_delay,delivery_delay,TRUE,Customer expresses significant anger and dissatisfaction with previous support attempts.
787522,entire day passed by and no delivery yet. This was to be done yesterday morning. PATHETIC,We apologize for the stretch. Keep a tab on your registered e-mail. We'll reach out soon. ^CB,delivery_delay,FALSE,delivery_delay,delivery_delay,TRUE,"The customer uses strong profanity (""PATHETIC"") and expresses significant frustration over a missed delivery deadline."
420416,can you tell me why my order get cancelled 402-9885493-7568327,Canceled orders are followed by an email with the reason for cancelation. Kindly refer. 1/2 ^PS,general_other,FALSE,order_not_received,order_not_received,FALSE,"The customer is asking for an explanation regarding a cancelled order, which is a routine inquiry suitable for AI resolution."
2608057,"Hi , we were gifted this £50 voucher. We spent a while mulling over #BlackFridayWeekend deals that we might want..but seeing as it's so cold &amp; Xmas is near, we'd rather buy blankets for the homeless ☺️ Rather than us searching, what's the best deal you can make us?","I was able to locate the following option available from one of our sellers: It's machine washable, durable, soft, and would provide lots of warmth! I hope this helps! ^ST",product_content_request,FALSE,general_other,general_other,FALSE,"The request is a general inquiry about deals and does not involve anger, confusion, high financial stakes, or safety issues."
1500692,"bought echo in India, but echo assuming I am in US, how to install saavn &amp; Ola skills, not showing in skills search",then you'll be able to install the apps you're trying to install. (2/2)^SU,product_content_request,FALSE,technical_issue,technical_issue,FALSE,"The user is asking for help with specific skill setup and configuration, which is a standard technical issue suitable for AI assistance."
930225,nunca llego mi pedido y no me contestan por ningún lado,"Hola, Aenima. Lamentamos que no hayas recibido aun tu pedido, ¿podrías por favor decirnos cuál era la fecha de entrega del mismo, la que aparece en tu e-mail de confirmación? ^CB",non_english,FALSE,order_not_received,order_not_received,TRUE,"Customer expresses frustration and lack of support contact, requiring human intervention to resolve the issue."
1178893,"Welcome! I dscovered just nw d sellr refers 2 d nmber I registered first in Sekhar Sen a/c, nw updatd.Said no 9088695804:shd hlp",Please don't provide your mobile number as we consider it personal information. Our twitter page is visible to public. (2/2)^SQ,account_access,FALSE,account_access,account_access,TRUE,"Intent 'account_access' involves account security or money, requires human review by policy."
2884218,email sent!,👍,follow_up_acknowledgment,FALSE,general_other,general_other,FALSE,The message is a brief status update with no request for assistance.
2823185,Merci c'est gentil :) Ma prochaine ouverture sera sûrement pendant la période de noël j'attends avec impatience d'ouvrir le coffret que j'ai commandé chez vous ^^,"Bon courage à vous, je vais vous suivre durant cette période :p",non_english,FALSE,non_english,non_english,FALSE,"The message is polite and expresses anticipation for a future event, requiring no immediate human intervention."
2573819,There’s no updates on my package from yesterday??? Mobile is only about 3 hours from me... so I’m confused on my package disappearance.,"We are here to help, Laurenn! Have you used that tracking number on the carrier's website to find out what is happening with this delivery or where it is currently? Or have you contacted them to investigate? Keep us updated on this delivery! ^FR",delivery_delay,FALSE,delivery_delay,delivery_delay,TRUE,"The customer expresses confusion and frustration regarding a missing package, which requires empathetic human handling to resolve delivery concerns."
1125011,Have changed their Prime delivery cut off times? Can’t even order an Amazon gift card to come tomorrow or Monday? 🤔,Due to high volumes during Black Friday / Cyber Monday you may be given extended delivery estimates during checkout however we will attempt to deliver parcels quicker if possible. You can find more information here: ^MI,prime_subscription,FALSE,prime_subscription,prime_subscription,FALSE,"The user is asking about Prime delivery times and gift card availability, which is a standard account inquiry suitable for AI handling."
2802332,shame on you amazon. In User I'd 8981165600 Name : Anushka Dey Being a paid prime member not received the product and by asking only refund option loosing 75 cash back Shame on you,We have responded to you here : . Please check. ^SD,customer_service_escalation,TRUE,order_not_received,order_not_received,TRUE,"Customer explicitly mentions being a paid Prime member and losing cashback, indicating high financial stakes and strong dissatisfaction requiring human intervention."
2898934,"Por no decir que te dan un tramo de 3 a 8, sin concretar más. Es decir, toda la tarde en tu casa te guste o no. A ver si dejáis de contratar sus servicios ya.","Comprendemos, con el fin de ayudarte de la mejor manera podrías confirmarnos ¿en este momento tienes algún pedido pendiente de entrega? De ser así, ¿cuál era la fecha de entrega indicada en el correo electrónico de confirmación de confirmación del pedido? ^MZ",non_english,FALSE,general_other,general_other,FALSE,"The message contains a complaint but does not involve safety issues, extreme anger, confusion, or high financial stakes requiring human intervention."
156706,"Yeah I have the email, It says ""expected by"" delivery date is the 27th, but if I check the order on the website it says arriving tomorrow 😅 I understand it's a busy weekend, I just need to know what day I need to stay home lol","I can see how this would be confusing, Robyn! You can expect to see your order by tomorrow. Keep us updated! ^JP",delivery_delay,FALSE,delivery_delay,delivery_delay,FALSE,The customer is calm and only needs clarification on the delivery date.
900903,"I apologize for language, but I've never had a bad experience with Amazon before, so I was taken back by his responses and attitude.","(1/2) I understand how hurt and frustrating this must feel. At the end of the chat, you should have been able to leave feedback.",customer_service_escalation,TRUE,non_english,non_english,FALSE,"The message contains an apology and a general positive sentiment, indicating the customer is not actually angry or upset."
2726765,"Tengo un pequeño problema, ya vi lo que paso, lo que pasa es que la tarjeta es nueva y no tengo un estado de cuenta aun que puedo hacer","Alejandro en ese caso te recomendamos contactar a nuestros compañeros de Servicio al Cliente, por favor ingresa en el siguiente enlace: ^HC",non_english,FALSE,payment_issue,payment_issue,FALSE,The customer is confused but the issue is low-stakes and can be resolved with standard account setup information.
1170215,Your customer service center is completely incapable. No one knows where my package is. I'm beyond aggravated,"Typically, late orders arrive the next day. Were we able to offer any options? Did we ask you to wait for more options? ^EP",delivery_delay,TRUE,delivery_delay,delivery_delay,TRUE,"The customer expresses extreme anger and frustration, which requires human empathy and intervention."
247018,"There is no correspondence in last 24 hrs, are you kidding me. This is just harassment of customer",Sorry for the delay. We're working on this. Kindly revert to our correspondence and we'll get back to you at the earliest. ^ST,customer_service_escalation,TRUE,customer_service_escalation,customer_service_escalation,TRUE,"Intent 'customer_service_escalation' involves account security or money, requires human review by policy."
2730268,customer service absolutely infuriates me!!!! 😩😞😤,That doesn't sound good Heidi. Sorry to hear it. Without providing personal info can you explain further what has happened? Thank you. ^NV,customer_service_escalation,TRUE,customer_service_escalation,customer_service_escalation,TRUE,"Intent 'customer_service_escalation' involves account security or money, requires human review by policy."
586912,grrrr trying to watch Vikings today on prime but it keeps saying band with to low. A load of b.s. everything else is running fine,I'm sorry for the trouble. Have you tried these troubleshooting steps: ^CO,product_content_request,FALSE,technical_issue,technical_issue,FALSE,The user is expressing frustration but the issue is a common technical problem that AI can troubleshoot.
1905605,Everything related to the following email id :- __email__,Please let us know what exactly went wrong and we'll get this sorted out. 2/2^MS,account_access,FALSE,"general_other? The message includes ""Everything related to the following email id :- __email__"". Not",general_other,FALSE,The message is a general reference with no explicit request or issue requiring human intervention.
230058,please upgrade servers. Amazonpay balance never gets updated in 15 mins. your customer care asks to wait for 2-4 hours. shabby!,Thank you for flagging this; I've noted your comments and forwarded them to the team internally for further review. ^AP,payment_issue,TRUE,payment_issue,payment_issue,TRUE,"The customer expresses significant frustration and threatens to leave, indicating a need for human empathy and resolution."
2634876,I'd be on my way to Manchester for the weekend if I'd been contacted in an acceptable time frame.,"I'm sorry your order was delayed, Alex! We strive to deliver your items by the estimated delivery date, however, delays can occur due to unforeseen circumstances. Please keep us updated on this delivery and let us know if it's not received by the revised date. ^TH",delivery_delay,TRUE,delivery_delay,delivery_delay,FALSE,"The message expresses frustration but does not contain explicit anger, confusion, or safety issues that require human intervention."
786130,When will I receive the product,Please don’t provide your order details as it is personal information. Our page is visible to the public.2/2^HN,delivery_delay,FALSE,delivery_delay,delivery_delay,FALSE,"The message is a straightforward inquiry about delivery timing without signs of anger, confusion, or high stakes."
274689,.....still awaiting reply worst service frm amazon thinking only for vendor n not abt customers..#badservice #worstservice,We have already responded you. Kindly check the same here: and respond to the correspondence for further assistance. ^JS,customer_service_escalation,FALSE,general_other,general_other,TRUE,Customer expresses strong anger and dissatisfaction.
1188608,Have started a refund. Just wanted some help with that. Have opted for Amazon pay by mistake. Please change that to Bank refund,Kindly reach our support team using the link provided earlier. We'll have it checked. ^GS,refund_return,FALSE,refund_return,refund_return,TRUE,"Intent 'refund_return' involves account security or money, requires human review by policy."
835160,"Order # 408-9746877-3993920 issues never resolve, money never comes back, cc executive don't provide proper resolution","Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.(2/2) ^VR",customer_service_escalation,TRUE,refund_return,refund_return,TRUE,"Intent 'refund_return' involves account security or money, requires human review by policy."
936099,yo! Im having problems trying to confirm the settings for my traffic commute for my Amazon dot 😠.,I'm sorry for the trouble you're having! Are you receiving an error message? ^AC,general_other,FALSE,technical_issue,technical_issue,FALSE,The user's frustration is mild and the request is a straightforward technical inquiry.
28423,it's the South Park game on PS4 coming out next week. I actually am not sure I want it but I can't see its price or cancel it,I'd like a member of our team to look into this for you. Please provide your details here: ^RA,product_content_request,FALSE,general_other,general_other,FALSE,DE
2570414,Chose a business address to make sure I was in to accept the parcel and no one bothers to turn up despite using prime delivery,So sorry about this. Who is the courier delivering? Have you reached out to them for further insight? Let us know. ^AX,delivery_delay,TRUE,delivery_delay,delivery_delay,FALSE,"The message expresses frustration but does not contain extreme anger, confusion, high financial stakes, safety issues, or require a judgment call beyond the AI's capabilities."
463338,"Amazon India ORDER # 406-xxxxxx-xxx1166 Third Class Product I suggest to never Buy This Product, Very Very Bad Product... worth as purchased @ rs 125 As well As Amazon Customer Service (Phone Call) Mr. Sumit Has Very Bad Menar &amp; Valgar Talking With Me.","I’m sorry about this experience with your order. I’d like to look into this, please fill this form: and I’ll contact you at the earliest ^RW",damaged_or_wrong_item,TRUE,general_other,general_other,TRUE,"The customer is expressing extreme anger and using vulgar language, which requires human intervention to de-escalate and address the complaint appropriately."
2520549,"good god please don’t use to deliver my packages. Says delivered and they don’t know what to do, it’s not on the porch. has NEVER mistakenly delivered something to me. has multiple times.",Oh no! I'm sorry you haven't received your delivery! Have you had a chance to checkout these tips for finding missing packages: ^ML,order_not_received,TRUE,delivery_delay,delivery_delay,FALSE,"DECISION and the AI should respond accordingly. Given the context of the roleplay and the established pattern, I should continue the narrative in the same as the AI agent handling this is the support message.

The user is to continue to the user's intent and continue the story/narrative. Since"
38844,I signed up for Amazon Student Prime JUST IN TIME for school and Christmas.,Perfect timing! 😎 What benefit so you think you'll use most? ^JJ,prime_subscription,FALSE,prime_subscription,prime_subscription,FALSE,The message is a simple statement of timing with no expressed frustration or request for action.
1986954,"Hola . cuando en el pedido indicáis siendo premium ""Entrega garantizada día tal"" y luego no se hace, que sucede? Cómo compensais?","Lamento si ha habido un retraso, contáctanos por acá y lo revisamos contigo: ^AR",delivery_delay,FALSE,delivery_delay,delivery_delay,FALSE,"The customer is asking about policy details and compensation procedures, which can be handled by AI with standard responses."
513502,I called customer service who were wonderful. My delivery was botched 3 times in a row in about a weeks time. My order was accidentally returned because “the driver was new” but this past the point of ridiculous.,"This isn't the experience we want you to have. When you called us earlier, did we mention escalating the feedback regarding the driver? ^BH",delivery_delay,FALSE,delivery_delay,delivery_delay,TRUE,"Message contains strong frustration or repeated-contact language, flagged for human review."
542176,"Amazon’s delivery service, Flex. There were specific instructions on what to do with the package but it was left outside in a high traffic area, unsecured. Result? Package was taken. Never had any issues with UPS, FedEx, etc. I will find a company who uses these delivery teams.",Have you contacted us yet to notify of the issue? If not please click on the link: - Ben,order_not_received,TRUE,delivery_delay,delivery_delay,TRUE,"The customer explicitly states they will switch to a competitor, indicating high churn risk and strong dissatisfaction that requires human intervention to retain the account."
1709399,Many times,Could you provide more detail into what happened and what options we provided? Please don't post your e-mail or order #. ^AM,customer_service_escalation,TRUE,general_other,general_other,FALSE,The message is a fragment with no clear request or issue requiring human intervention.
2779131,I’ll tell you what I think about this photo :- READ MY DELIVERY INSTRUCTUONS! I SAID TO LEAVE THE PARCEL OUT OF SIGHT BEHIND THE BIN. I DID NOT SAY DUMP IT IN FRONT OF THE DOOR!!!!!!!!!,"I can see why you'd be frustrated, Jay! We'd like to get your courier feedback submitted! Please reach us via phone or chat so we can do so: ^CS",delivery_delay,FALSE,delivery_delay,delivery_delay,TRUE,"The message contains intense anger and profanity, which requires human empathy to de-escalate."
2866039,nothing :( only email i got is when the seller said he shipped the item,I'm sorry you've not received an update. Does the carrier's website offer any insight to the delay? Have you tried contacting the seller for an update? Here's how: Please keep us posted. ^KL,customer_service_escalation,TRUE,delivery_delay,delivery_delay,FALSE,"The message is a simple status update with no expressed anger, confusion, or high financial stakes."
2025582,The only option is to make a note on my account which they have done several times in the past already,Our team would like to look into this. Please provide details here: ^JP,customer_service_escalation,TRUE,account_access,account_access,TRUE,"Intent 'account_access' involves account security or money, requires human review by policy."
445627,Never had a problem with in my life but woke up to the news that they just double charged me for my order isn't great. Then called their customer service and the guy is trying to say its a service charge? Nu uh honey!,"Hello, could you please confirm: are there two exact same charges for the same amount on your statement? ^BD",payment_issue,TRUE,payment_issue,payment_issue,TRUE,"Customer expresses strong anger and distrust, requiring human empathy to de-escalate."
2488453,"Do you not keep records of customer conversations?? Look through my notes you’ll see exactly what was said , then you can brush it under the mat as per usual .......",We do not have account information over Twitter! Please contact us directly using this link so we can further assist you: ^MW,customer_service_escalation,TRUE,customer_service_escalation,customer_service_escalation,TRUE,"Intent 'customer_service_escalation' involves account security or money, requires human review by policy."
529949,"J’ai commandé un pack PS4 pendant le Black Friday, mais tout était séparé et mes colis sont en retards. Pourriez-vous m’aider ?","Bonjour, Je suis désolé pour cela. Que dit le suivi de votre colis? ^YL",delivery_delay,FALSE,delivery_delay,delivery_delay,FALSE,"The customer is asking for help with a delivery delay, which is a standard issue an AI can address without human intervention."
1209072,hi I'm having a problem getting money refunded to me from amazon. I cancelled an order and was told I wouldn't be charged but was,"Hi, sorry to hear that. What were you advised when you contacted us? ^JJ",refund_return,TRUE,refund_return,refund_return,TRUE,"Intent 'refund_return' involves account security or money, requires human review by policy."
1484002,Hola! Quiero comprar COD WW2 pero quiero saber si me lo entregan mañana mismo (tengo Prime) o tardan más en enviarlo,Hola Miguel.Antes de finalizar el pedido se te indica la fecha de entrega.Recuerda que el juego sale a la venta hasta mañana. ^JJ,non_english,FALSE,delivery_delay,delivery_delay,FALSE,"The customer is asking about delivery timing and Prime eligibility, which is a routine inquiry suitable for AI handling."
2514436,Unter gesende Nachrichten hab ich keine Anfrage auf Erstattung drin... Gibt's da eine Kontakt Email an die ich mich wenden kann?,Du kannst unseren Kundenservice hier erreichen: Ganz lieber Gruß ^TG,non_english,FALSE,non_english,non_english,FALSE,"The user is asking for a contact email, which is a simple request that AI can handle without human intervention."
2551077,"I wanna leave and go do photo stuff but i can't because the new lens I ordered is still out for delivery. Help me -kenobi, you're my only hope","We are no Jedi, but may the Force be with you! 😁 ^KB",delivery_delay,FALSE,delivery_delay,delivery_delay,FALSE,The message contains humor and a pop culture reference rather than genuine distress or urgent issues.
1449031,Amazon Logistics 😉,You can get in contact with Amazon Logistics here: ^JQ,general_other,FALSE,general_other,general_other,FALSE,The message is a brief greeting with no request or issue requiring human intervention.
2800396,Amazon y la paqueteria tmb de Amazon,"CM, ¿cuál fue la respuesta por parte de nuestros colegas de Servicio al Cliente? ^LC",general_other,FALSE,non_english,non_english,FALSE,"The message is short and non-English, but does not contain explicit anger, confusion, or high-stakes requests that require human intervention."
884882,Do you know if it’s being worked on please?,"(2/3) Photos team: and click the ""triangle"" button next to your name.",general_other,FALSE,delivery_delay,delivery_delay,FALSE,"The message is a simple inquiry about status and does not contain anger, confusion, or high-stakes issues."
2569173,you all in Philly today?,"I'm sorry, we don't have info on future Treasure Truck deals. Texts/notifications will be sent when deals are avail. ^AN",product_content_request,FALSE,general_other,general_other,FALSE,The message is a casual greeting with no sensitive or complex issues.
968024,9558817746 __email__ check my problem and do thing right,"Sorry, we would not be able to check the account details via Twitter. Could you let us know what went wrong? ^KA",account_access,FALSE,general_other,general_other,FALSE,"The message is a brief request with no signs of anger, confusion, or high stakes."
2736223,Do I really need to open a new account to answer that question?,"My apologies, Laura. You can contact us via phone using the following link without having to log in: ^KL",account_access,FALSE,account_access,account_access,TRUE,"Intent 'account_access' involves account security or money, requires human review by policy."
1173012,Well an item was out for delivery twice in a day &amp; within 3 min. of 2nd delivery attempt it was refused! Check the screenshot,Sorry to know about the issue with delivery. Kindly fill your details here: I'll look into it. ^NR 1/2,delivery_delay,TRUE,delivery_delay,delivery_delay,FALSE,"The message expresses frustration but lacks safety risks, extreme financial stakes, or confusion requiring human intervention."
1775024,Delivery was set for today now it’s the 8-9,Please let us know if your order misses the updated delivery window. ^FJ,delivery_delay,FALSE,delivery_delay,delivery_delay,FALSE,The message is a brief status update with no expressed emotion or complex request.
386495,"I ordered a pair of pillow covers on 7th Oct, the order was eligible for prime, yet it's being delivered 6 days after.","I get your concern. Estimated delivery date is calculated based on various factors like availability of the product, ^VN(1/2)",delivery_delay,FALSE,delivery_delay,delivery_delay,FALSE,"The customer expresses mild frustration about a delivery delay but does not exhibit anger, confusion, or safety concerns, and the issue can be resolved with standard policy checks."
180758,why the fuck is it so had to deactivate an Amazon account down. 10 times of got the same fucking mail saying the same shit,Kindly fill in your details here: we'll get back to you soon. (2/2)^AP,customer_service_escalation,TRUE,account_access,account_access,TRUE,"Intent 'account_access' involves account security or money, requires human review by policy."
2590249,iPhone 6 iOS 11.1.1,Prime video does not have a mute option. You can control the volume using the volume buttons on the side of your phone. ^TN,product_content_request,FALSE,technical_issue,technical_issue,FALSE,The message contains only a device and OS specification with no emotional language or complex request.
1085983,there is nothing about not finding the wifi it isnt even picking up any wifi,I'm sorry for the trouble! Are you able to connect any other devices to your WiFi like a phone or computer? Keep us posted! ^SD,general_other,FALSE,technical_issue,technical_issue,FALSE,"The message describes a technical issue without anger, confusion, or high stakes, making it suitable for AI resolution."
1100540,"Yes, I got an email minutes after the phonecall. It also said ""Please allow up to 24hrs to investigate this"". I want someone to speak to me as promised to give me an update!","I certainly understand how frustrating the wait is. I know you've already called us before, but if you don't receive a follow-up, we can be reached any time here: I hope you'll give us another chance to make this right. ^DW",customer_service_escalation,TRUE,follow_up_acknowledgment,follow_up_acknowledgment,FALSE,"The customer is acknowledging receipt of communication and requesting a promised update, which is a standard follow-up that AI can manage."
2320211,"yay - amazon geht wieder. aber bitte, wie bestell ich jetzt PSN-Gutscheine ohne gleich wieder ne Sperre zu verursachen ? 😀","Ohne Einblick in dein Kundenkonto können wir da nur Vermutungen anstellen. Melde dich am besten einfach über den vorherigen Link, dann können wir das prüfen. ^MS",account_access,TRUE,payment_issue,payment_issue,FALSE,"The user is expressing relief and asking a straightforward question about purchasing PSN gift cards, which does not involve anger, confusion, or high financial risk."
160278,I haven't been on your website in months. I don't have a prime membership atm.,"We would like to look into this with you. When you get a moment, can you contact us: ^DY",prime_subscription,FALSE,prime_subscription,prime_subscription,FALSE,"The message is a simple statement of intent regarding a subscription and contains no signs of anger, confusion, or high-stakes issues."
1340685,Solo estoy esperando que me entregue el Super Mario Odyssey para empezar a jugar 🙊,"Hola Pato, ¿quál es la fecha estimada de entrega de tu pedido? ^LG",delivery_delay,FALSE,delivery_delay,delivery_delay,FALSE,"The message is a casual, low-stakes comment about a delivery delay with no signs of anger, confusion, or safety concerns."
2924556,Yes you miss the date!!,"I'm so sorry that your haven't received your package yet! Have we provided a new estimated delivery date? Also, which carrier was assigned to deliver your order? You can check here: ^TN",delivery_delay,FALSE,delivery_delay,delivery_delay,FALSE,"The message is a brief statement of fact regarding a missed date, lacking indicators of anger, confusion, or high stakes that would require human intervention."
1325566,gibt es bei euch Lieferschwierigkeiten? Meine per Premiumversand bestellte Ware ist noch nicht angekommen,Was wurde dir denn für ein Lieferdatum in der Bestellbestätigung genannt? ^MS,non_english,FALSE,delivery_delay,delivery_delay,FALSE,The customer is asking about delivery status in a neutral tone without expressing anger or urgency.
1245919,When you're well into your THIRD hour of waiting for your food order...,I'm so sorry! Are you able to tell where your order is? You can track your Primenow order here: ^RM,delivery_delay,FALSE,delivery_delay,delivery_delay,FALSE,"The message expresses frustration but does not indicate safety issues, high financial stakes, or confusion requiring human intervention."
2814482,"Why do I even have Prime if 75% of the time things are late? Last time I complained I was told I had ""too many"" Prime credits.",I'm very sorry for the recent delivery issues. Please reach out to us directly so we can leave carrier feedback on your behalf and look over any available options with you: ^CL,delivery_delay,TRUE,prime_subscription,prime_subscription,TRUE,Customer expresses anger and confusion regarding service quality and previous support interactions.
1129816,". I had ordered 's buk on 5th of ths mnth nd was suppse 2 reciv it btw 17-20, bt pstpned. :( Dwali readn thril killd",I'm sorry about the delivery delay. Did you receive an email about the delivery extension? ^HA,delivery_delay,TRUE,delivery_delay,delivery_delay,FALSE,The customer expresses mild frustration but the intent is clearly delivery-related and resolvable by AI.
2390490,The only option I've been given is to wait 24 hours.I've had problems with Amazon Logistics ever since they took over in this area.Never had this problem with . I'm constantly being made to feel like I'm lying because your drivers mark items as delivered when they are not,Sorry to her that Vincent- was there an investigation raised or were you just told to contact us back within the 24 hours? Were you advised that we will raise this directly with Amazon Logistics? ^MA,order_not_received,TRUE,delivery_delay,delivery_delay,TRUE,"The customer expresses strong anger and frustration regarding repeated delivery issues and feeling accused of lying, which requires human empathy and resolution."
2921367,NO!,"I am very sorry to hear this John. Can I ask, what is the current status of the tracking please? You can find this info here:",general_other,FALSE,non_english,non_english,FALSE,"The message is a single word expressing frustration, but it does not contain enough context to indicate safety issues, high financial stakes, or confusion requiring human intervention."
508208,Are you able to tell me when Star Wars rebels season 4 will be available to watch please?,I'm sorry but we don't have any insight into future availability. Please keep checking back! ^CS,product_content_request,FALSE,general_other,general_other,FALSE,"The request is a straightforward information query with no signs of anger, confusion, or high stakes."
2628796,Third order placed for an item. Says it should be here tonight but hasn't shipped yet.,Thanks for reaching out to us! To better assist you could you let us know when the order was placed? What was shipping speed selected at checkout and delivery date provided? ^AZ,delivery_delay,TRUE,delivery_delay,delivery_delay,FALSE,"The message is a straightforward status inquiry with no signs of anger, confusion, or high stakes."
2170921,"tenemos un problema con un pedido. Llegó roto, pedimos devolución. Nunca vinieron a buscarlo, ahora nos cargan el importe del producto de nuevo. Por favor contactar, gracias",Me apena mucho esta situación. Por favor reporta lo sucedido aquí ^VL,damaged_or_wrong_item,TRUE,damaged_or_wrong_item,damaged_or_wrong_item,TRUE,"The customer reports a financial dispute involving a double charge for a damaged item and failed pickup, which requires human intervention to resolve billing and logistics."
426974,very poor servce u hv provided 2 times i did not get my delvry of order both times. {1},Please don’t provide your order details as we consider them to be personal info. Our Twitter page is visible to public. ^JC,delivery_delay,TRUE,delivery_delay,delivery_delay,TRUE,"The customer expresses significant frustration and repeated failed deliveries, which requires empathetic handling beyond automated capabilities."
1043151,Still waiting to hear back from you on this,Sorry to hear that. We'll be happy to look into that for you. Please reach out to us here: ^RS,customer_service_escalation,TRUE,follow_up_acknowledgment,follow_up_acknowledgment,FALSE,"The message is a standard follow-up with no signs of anger, confusion, or high stakes."
1623642,Im on live chat. ive been on it that many times this past few weeks I have it bookmarked.,Please let us know how things go. Thank you for the update! ^DO,follow_up_acknowledgment,FALSE,follow_up_acknowledgment,follow_up_acknowledgment,FALSE,The message is a casual acknowledgment with no urgent or complex issues.
